id,word,definition,grade,phonetic_spelling,rating,source,version,user_id,created_at
5226ecb1-e4a2-485f-8fcc-5c0664f94593,Suspiciousness,The quality of being suspicious or distrustful.,2,/səˈspɪʃəsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
52b5a37d-f6da-44d5-bba0-694ddbea33ad,Source,"A place, person, or thing from which something originates.",3,/sɔːrs/,~,System,Default,,2025-01-25 13:58:03.096089+00
52be81c3-037c-4a54-af47-6c8727e9ff26,Joviality,The quality of being cheerful and friendly.,5,/ˌdʒoʊviˈælɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
542339b8-796b-4d44-919f-e59874948ea1,Condescendence,An attitude of patronizing superiority.,2,/ˌkɒndɪˈsɛndəns/,-,System,V01,,2025-01-25 13:58:03.096089+00
558d2bb1-25cd-4ebf-b6a6-46136afb9e06,Core centring,The act of focusing on one's central or most important part.,4,/kɔːr ˈsɛntərɪŋ/,+,System,Default,,2025-01-25 13:58:03.096089+00
559b4159-d9e2-4c9f-b003-cb4087962c43,Urge,A strong desire or impulse.,3,/ɜːrdʒ/,~,System,Default,,2025-01-25 13:58:03.096089+00
560a3a00-f702-44fa-b448-995ca31f353a,Frustrated,Feeling or expressing distress and annoyance resulting from an inability to change or achieve something.,2,/ˈfrʌstreɪtɪd/,-,System,V01,,2025-01-25 13:58:03.096089+00
5704c32a-286a-4fe8-a359-86db76dd74f1,Effective,Successful in producing a desired or intended result.,5,/ɪˈfɛktɪv/,+,System,V01,,2025-01-25 13:58:03.096089+00
57acf3b5-d911-4a0e-b504-7f1aa76de430,Rest,"Cease work or movement in order to relax, refresh oneself, or recover strength.",5,/rɛst/,+,System,V01,,2025-01-25 13:58:03.096089+00
57f950a6-fbbb-43a2-ab68-93e1907fc4a8,Balancing,The act of keeping or putting something in a steady position.,4,/ˈbælənsɪŋ/,+,System,Default,,2025-01-25 13:58:03.096089+00
58825ed7-540d-436b-9006-b099ac7b76db,Health,The state of being free from illness or injury.,5,/hɛlθ/,+,System,V01,,2025-01-25 13:58:03.096089+00
588e27fe-d1f5-4a9f-a4d2-c9aee6348ff6,Apathy,"Lack of interest, enthusiasm, or concern.",2,/ˈæpəθi/,-,System,V01,,2025-01-25 13:58:03.096089+00
59323820-7730-4631-b693-7d60156c8486,Repulsion,A feeling of intense distaste or disgust.,2,/rɪˈpʌlʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
5a66ada1-943f-4705-aff9-f55e1126973c,Rebelliousness,The quality of being rebellious.,2,/rɪˈbɛljəsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
5a9730eb-dc72-4236-abf4-79ce4db2a49e,Sensuality,"The enjoyment, expression, or pursuit of physical, especially sexual, pleasure.",4,/ˌsɛnʃuˈælɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
5b5105fa-eca1-45b9-84e2-f320d043386e,Shielding,"Protecting someone or something from a danger, risk, or unpleasant experience.",3,/ˈʃiːldɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
5c00741c-ccc0-427d-afcd-96691c91686a,Accurate,Correct in all details; exact.,5,/ˈækjərɪt/,+,System,V01,,2025-01-25 13:58:03.096089+00
5c400d8c-7c1d-4e82-8ae1-dc3a6ef5c30a,Brave,Ready to face and endure danger or pain; showing courage.,5,/breɪv/,+,System,V01,,2025-01-25 13:58:03.096089+00
5c586c56-d6b2-4bc1-ba5f-17878632997b,Kindness,"The quality of being friendly, generous, and considerate.",5,/ˈkaɪndnəs/,+,System,Default,,2025-01-25 13:58:03.096089+00
5ce953b6-d356-40ec-bcba-81b8971e0ef1,Authentic,Of undisputed origin; genuine.,5,/ɔˈθɛntɪk/,+,System,V01,,2025-01-25 13:58:03.096089+00
5cff5deb-cc01-4318-bba5-d00b9a1859f3,Jitteriness,The state of being nervous or unable to relax.,2,/ˈdʒɪtərɪnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
5da51029-e923-4fc9-9368-14eb314f7979,Daring,Adventurous or audaciously bold.,4,/ˈdɛərɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
5eea8e28-f3d5-4d0c-a1c5-5fd6c44aaa5f,Gleefulness,The quality of being gleeful; joy.,5,/ˈɡliːfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
5efa3317-e9d0-4ea5-ac6a-fd2691883a2e,Rebirth,The process of being born again.,5,/riːˈbɜːrθ/,+,System,Default,,2025-01-25 13:58:03.096089+00
5f057de4-443a-4bbc-a222-3ec2acb41bd5,Reprocessing,The act of processing something again.,4,/riˈprɑːsɛsɪŋ/,+,System,Default,,2025-01-25 13:58:03.096089+00
60aa8880-32be-41b8-bd58-c68541c43227,Fun-loving,"Enjoying the good things in life, especially parties and social activities.",5,/ˈfʌnˌlʌvɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
61609d81-e949-4281-ac21-8c9237598a51,Brilliance,Exceptional talent or intelligence.,5,/ˈbrɪljəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
6204d082-0087-431f-a277-5ac397df6216,Overwhelming,Very great in amount.,2,/ˌoʊvərˈwɛlmɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
6217685f-3c13-4920-90bf-19c3876bada7,Damage,Physical harm caused to something.,1,/ˈdæmɪdʒ/,-,System,V01,,2025-01-25 13:58:03.096089+00
623f1013-500c-45a3-8a17-eee43b816970,Glow,A steady radiance of light or heat.,4,/ɡloʊ/,+,System,V01,,2025-01-25 13:58:03.096089+00
62878c7c-03a8-40a2-8c91-8e705d3c3007,Disadvantage,An unfavorable circumstance or condition that reduces the chances of success or effectiveness.,2,/ˌdɪsədˈvæntɪdʒ/,-,System,V01,,2025-01-25 13:58:03.096089+00
6292f43d-a9e3-4d18-bfd3-6b2f10be53d8,Envy,"A feeling of discontented or resentful longing aroused by someone else's possessions, qualities, or luck.",2,/ˈɛnvi/,-,System,V01,,2025-01-25 13:58:03.096089+00
638c6549-1c0d-4bf7-8068-d03aa6d6fc4a,Release,The act of setting someone or something free.,4,/rɪˈliːs/,+,System,Default,,2025-01-25 13:58:03.096089+00
6454c18a-7ccf-4051-b1ec-a4e8d13e7da2,Criticality,"The quality of being critical, especially in a negative sense.",3,/ˌkrɪtɪˈkælɪti/,~,System,V01,,2025-01-25 13:58:03.096089+00
66e7e095-35c8-4506-ab58-539244d1739b,Spunky,Courageous and determined.,4,/ˈspʌŋki/,+,System,V01,,2025-01-25 13:58:03.096089+00
6720477d-2efd-4b16-80c4-b81a414454e9,Judgmentalism,The tendency to judge people too quickly and critically.,2,/dʒʌdʒˈmɛntəlɪzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
67bc682c-ca2c-4bee-9883-aa1f0235283d,Cheerfulness,The quality or state of being noticeably happy and optimistic.,5,/ˈtʃɪrflnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
68223b61-0458-44e8-b7f6-efd94c6f5741,Incapacitated,Deprived of strength or power; debilitated.,2,/ˌɪnkəˈpæsɪteɪtɪd/,-,System,V01,,2025-01-25 13:58:03.096089+00
68aab2a2-1af7-4698-ab4b-24f44cd45b80,Smiling,"Forming one's features into a pleased, kind, or amused expression, typically with the corners of the mouth turned up and the front teeth exposed.",5,/ˈsmaɪlɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
68d551cb-1f66-404f-bc5b-af3f6bd753e7,Song,A short poem or other set of words set to music or meant to be sung.,5,/sɒŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
69e20256-7b5a-4402-b635-c6b7cc7c0906,Advocacy,Public support for or recommendation of a particular cause or policy.,5,/ˈædvəkəsi/,+,System,V01,,2025-01-25 13:58:03.096089+00
6a2f886c-c8e1-4c31-a380-97b142940402,Reflective,Providing a reflection; capable of reflecting light or other radiation.,4,/rɪˈflɛktɪv/,+,System,V01,,2025-01-25 13:58:03.096089+00
6a5f9428-b004-45f4-9726-164246fc6333,Fraudulence,"The action or quality of cheating, lying, or deceiving someone.",1,/ˈfrɔːdjʊləns/,-,System,V01,,2025-01-25 13:58:03.096089+00
6c03bd82-4b2b-41bd-9fc5-dd5677b54c8c,Self-sufficiency,The quality or condition of being self-sufficient.,5,/sɛlf səˈfɪʃənsi/,+,System,V01,,2025-01-25 13:58:03.096089+00
6c9f5f88-1b04-4964-9c59-610cf9305673,Youthfulness,The quality of being young and energetic.,5,/ˈjuθfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
6d05d207-2fc6-4ce5-85f4-4e2b30aeef8e,Light,The natural agent that stimulates sight and makes things visible.,5,/laɪt/,+,System,V01,,2025-01-25 13:58:03.096089+00
6e95b3d5-76d8-4d0e-96b4-195c69ccbae3,Venomousness,The quality of being venomous; capable of injecting venom by means of a bite or sting.,2,/ˈvɛnəməsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
6ea4426d-7ae8-4cf5-b982-dd751c72888e,Savings,"The money one has saved, especially through a bank or official scheme.",5,/ˈseɪvɪŋz/,+,System,V01,,2025-01-25 13:58:03.096089+00
6ecb5425-dd75-4484-8de3-2938fca3a805,Superior,"Higher in rank, status, or quality.",5,/suːˈpɪriər/,+,System,V01,,2025-01-25 13:58:03.096089+00
6f2a8794-fd78-4aff-bc2d-84c053357747,Vulnerability,"The quality or state of being exposed to the possibility of being attacked or harmed, either physically or emotionally.",2,/ˌvʌlnərəˈbɪlɪti/,-,System,V01,,2025-01-25 13:58:03.096089+00
700c1002-b027-486d-a523-3abaac13902b,Maliciousness,The quality of being malicious; intending to do harm.,1,/məˈlɪʃəsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
70519c03-7447-4100-b283-3727d42dc722,Mother,A female parent.,3,/ˈmʌðər/,~,System,Default,,2025-01-25 13:58:03.096089+00
71c4000c-9b9d-435f-bd54-b7aa1ff01c5d,Absolute,Not qualified or diminished in any way; total.,5,/ˈæbsəˌlut/,+,System,V01,,2025-01-25 13:58:03.096089+00
71f635eb-fcec-496c-b7ab-396b18591e5b,Unresponsive,Not responsive.,2,/ˌʌnrɪˈspɒnsɪv/,-,System,V01,,2025-01-25 13:58:03.096089+00
728b9dd9-db40-4110-8451-667359a2679b,Hate,Intense dislike or ill will.,1,/heɪt/,-,System,V01,,2025-01-25 13:58:03.096089+00
74585d47-6d6f-4eee-9cef-7fb151a97943,Surety,The state of being sure or certain of something.,5,/ˈʃʊrɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
74ae9eb2-6595-41aa-bbd3-ecfb16e41c7c,Truth,The quality or state of being true.,5,/truːθ/,+,System,V01,,2025-01-25 13:58:03.096089+00
75d7f9ef-1009-4917-b747-28f014db7ea3,Stable,Not likely to change or fail; firmly established.,5,/ˈsteɪbəl/,+,System,V01,,2025-01-25 13:58:03.096089+00
75ee1d46-2d2e-42a2-954b-817bbc7a9e45,Duality,The quality or condition of being dual.,3,/djuˈælɪti/,~,System,V01,,2025-01-25 13:58:03.096089+00
761dab20-be88-46ad-b8cc-d54b9349bfa2,Fate,The development of events beyond a person's control.,3,/feɪt/,~,System,Default,,2025-01-25 13:58:03.096089+00
76eb3eac-4de9-4e37-8cdb-5d765879b696,Impatience,The tendency to be impatient; irritability or restlessness.,2,/ɪmˈpeɪʃəns/,-,System,V01,,2025-01-25 13:58:03.096089+00
77105be6-fd70-47c3-9f39-b3d6eee5bdc1,Contrariness,The quality of being contrary or perverse.,2,/kənˈtrɛrɪnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
7770e23e-c278-47c2-a8c8-ac48c91ebbbf,Rampant,Flourishing or spreading unchecked.,2,/ˈræmpənt/,-,System,Default,,2025-01-25 13:58:03.096089+00
788216ee-c011-4df8-86db-af928146d333,Unsure,"Not feeling, showing, or done with confidence and certainty.",2,/ʌnˈʃʊr/,-,System,V01,,2025-01-25 13:58:03.096089+00
7a14e0cf-c07f-4dc0-886a-6fb07ec5b383,At ease,Feeling relaxed and comfortable.,5,/æt iz/,+,System,V01,,2025-01-25 13:58:03.096089+00
7a2536aa-2f18-4286-bd6e-e11cb769f1a4,Aggravation,The state of becoming worse or more serious.,2,/ˌæɡrəˈveɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
7adefa4b-f0fb-4071-a09e-880bfd611ae6,Unreliable,Not able to be relied upon.,2,/ˌʌnrɪˈlaɪəbəl/,-,System,V01,,2025-01-25 13:58:03.096089+00
7b0fbf93-1eed-464a-b548-9a5d8401f2c5,Prudence,The quality of being prudent; cautiousness.,4,/ˈpruːdəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
7b4d544c-a413-4949-b249-99976cdf28c9,Ordeal,"A painful or horrific experience, especially a protracted one.",2,/ɔrˈdil/,-,System,V01,,2025-01-25 13:58:03.096089+00
7baac1f0-10ec-42b4-b4da-64dae896d43d,Despair,The complete loss or absence of hope.,1,/dɪˈspɛər/,-,System,V01,,2025-01-25 13:58:03.096089+00
7cd275bd-893e-4d2d-b95f-aba6d01ac809,Elation,Great happiness and exhilaration.,5,/ɪˈleɪʃən/,+,System,V01,,2025-01-25 13:58:03.096089+00
7d11399b-c4ef-4afb-9810-4c7503b8af6d,Curiosity,A strong desire to know or learn something.,4,/ˌkjʊriˈɒsɪti/,+,System,Default,,2025-01-25 13:58:03.096089+00
7d570178-84d6-4e71-8316-27b8231673a8,Intrusion,The action of intruding.,1,/ɪnˈtruːʒən/,-,System,V01,,2025-01-25 13:58:03.096089+00
7e5c20e4-3286-4b98-a0c7-35cb5a98d7c1,Procrastination,The action of delaying or postponing something.,2,/proʊˌkræstɪˈneɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
7e9eb7b6-3d71-43a8-bd86-66200413f5fd,Sincerity,"The quality of being free from pretense, deceit, or hypocrisy.",5,/sɪnˈsɪərɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
7fc11263-7ade-4821-ac7d-89aa53e94ce3,Sarcasm,The use of irony to mock or convey contempt.,2,/ˈsɑrkæzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
7fca06b5-06ac-4336-9c3a-8b650cee91ca,Endurance,The ability to endure an unpleasant or difficult process or situation without giving way.,4,/ɪnˈdjʊərəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
800b3acc-663d-4782-9818-d66313dd14e3,Abusiveness,The bad quality of being abusive towards someone or something.,1,/əˈbjuːsɪvnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
802d5e36-e69d-4253-b29c-95c5b4121abb,Spirited,"Full of energy, enthusiasm, and determination.",5,/ˈspɪrɪtɪd/,+,System,V01,,2025-01-25 13:58:03.096089+00
812f5b6a-41b0-41d7-8657-1a48cb26dd77,Satisfaction,"The fulfillment of one's wishes, expectations, or needs.",5,/ˌsætɪsˈfækʃən/,+,System,V01,,2025-01-25 13:58:03.096089+00
81a4e70c-f2d8-4e0a-a883-0b15f2a9a8a3,Appal,To greatly dismay or horrify.,2,/əˈpɔːl/,-,System,V01,,2025-01-25 13:58:03.096089+00
81e98c22-e9b2-4d40-ade2-2e6a4ccf8fb9,Spontaneous,Performed or occurring as a result of a sudden inner impulse or inclination and without premeditation or external stimulus.,4,/spɒnˈteɪniəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
82843881-d7e6-4ba0-82dc-533b9f8d83e4,Approval,The belief that someone or something is good or acceptable.,5,/əˈpruvəl/,+,System,V01,,2025-01-25 13:58:03.096089+00
83648641-ce74-4d8d-8ccf-de745c582605,Distrustfulness,The quality of being distrustful.,2,/dɪsˈtrʌstfʊlnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
84b8b802-c86b-4d7e-9866-9cbc903ce880,Freedom,"The power or right to act, speak, or think as one wants without hindrance or restraint.",5,/ˈfriːdəm/,+,System,V01,,2025-01-25 13:58:03.096089+00
8576da47-05e8-45b2-9477-455c0272c792,Rampancy,The quality of being rampant; uncontrolled.,2,/ˈræmpənsi/,-,System,V01,,2025-01-25 13:58:03.096089+00
864b6dc2-ea89-4b64-b7d2-a63c395f1261,Modesty,The quality of not being too proud or confident.,4,/ˈmɒdɪsti/,+,System,Default,,2025-01-25 13:58:03.096089+00
87323785-e297-4f12-bc1b-6470b78e2993,Wonderfulness,The quality of being wonderful.,5,/ˈwʌndərfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
87ad5066-f552-404e-abc9-30932392e658,Emphasis,"Special importance, value, or prominence given to something.",4,/ˈɛmfəsɪs/,+,System,V01,,2025-01-25 13:58:03.096089+00
882e5d2e-cbfb-47b1-813c-2d94a88a446c,Limitation,A restriction or boundary.,2,/ˌlɪmɪˈteɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
88926336-92b0-46d7-be9e-88119741a87b,Life force,The energy that gives life to living beings.,4,/laɪf fɔːrs/,+,System,Default,,2025-01-25 13:58:03.096089+00
88e32108-ec69-4a2a-9904-9497a268b426,Upbeat,Cheerful and optimistic.,5,/ˈʌpˌbit/,+,System,V01,,2025-01-25 13:58:03.096089+00
89aa44da-3ba8-4189-8610-065ca27b7d88,Plotting,Secretly making plans to carry out an illegal or harmful action.,2,/ˈplɒtɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
89b37eea-ca63-4560-99d7-558380539eb5,Uncertain,Not able to be relied on; not known or definite.,2,/ʌnˈsɜrtən/,-,System,V01,,2025-01-25 13:58:03.096089+00
89bb779d-a8eb-40f1-8339-91af7d761bf9,Willingness,The quality of being prepared to do something.,4,/ˈwɪlɪŋnəs/,+,System,Default,,2025-01-25 13:58:03.096089+00
8a8102bc-4e77-4b8b-b584-06bd3c170bf6,Jealousy,The state or feeling of being jealous.,2,/ˈdʒɛləsi/,-,System,V01,,2025-01-25 13:58:03.096089+00
8c2b762d-ee26-464c-bf93-e584ce361b50,Honour,High respect; esteem.,5,/ˈɒnər/,+,System,V01,,2025-01-25 13:58:03.096089+00
8c6d5e8f-2b85-4839-803d-0410db6bf184,Confiding,Trusting someone enough to tell them secrets or private matters.,4,/kənˈfaɪdɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
8cfe6911-4bcf-4d55-a1d1-38525836cad9,Alarm,An anxious awareness of danger.,2,/əˈlɑrm/,-,System,V01,,2025-01-25 13:58:03.096089+00
8e807bab-66f4-4934-9a8c-ff977cf47774,Severity,The fact or condition of being severe.,2,/sɪˈvɛrɪti/,-,System,V01,,2025-01-25 13:58:03.096089+00
8e830d26-7bda-4320-aedc-4e7d4aec5ae9,Grief,"Deep sorrow, especially that caused by someone's death.",2,/ɡriːf/,-,System,V01,,2025-01-25 13:58:03.096089+00
8e9e18d5-15c6-41cc-a12b-9eca3008b712,Astonishment,Great surprise.,5,/əˈstɑnɪʃmənt/,+,System,V01,,2025-01-25 13:58:03.096089+00
8ef3964e-6f2c-416b-9d1f-9a33423b15c2,Conscientiousness,The quality of wishing to do one's work or duty well and thoroughly.,5,/ˌkɒnʃiˈɛnʃəsnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
8f16268c-d7fd-44d8-ba0f-181096ed2dcc,Creativity,The use of imagination or original ideas to create something.,5,/ˌkriːeɪˈtɪvɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
8f823dab-753e-4661-906b-099edd9f01b8,Stand,An attitude toward a particular issue; a position taken in an argument.,3,/stænd/,~,System,V01,,2025-01-25 13:58:03.096089+00
90248e76-dc73-4ef7-a2c7-b268ee032328,Causality,The relationship between cause and effect.,3,/kɔˈzælɪti/,~,System,V01,,2025-01-25 13:58:03.096089+00
91094b85-ad5d-4f90-9b12-6a5db6b8f337,Cover-up,An attempt to prevent people from discovering the truth about a serious mistake or crime.,1,/ˈkʌvərˌʌp/,-,System,V01,,2025-01-25 13:58:03.096089+00
91527df6-a1cb-4d97-880a-2c8279b4ea53,Assuredness,Confidence in oneself or one's abilities.,4,/əˈʃʊrdnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
9161303e-cbec-4c2c-9502-7b5f46bfeb63,Blissfulness,The state of being extremely happy.,5,/ˈblɪsfəlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
917f6341-61e2-4665-ba56-6e165625e014,Suspension,The temporary prevention of something.,3,/səˈspɛnʃən/,~,System,Default,,2025-01-25 13:58:03.096089+00
9187a714-af61-4a0e-b427-127a2e7e3340,Stalking,"The act of following or harassing another person, causing them to fear for their safety.",1,/ˈstɔːkɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
925918af-6218-4ba4-a8b6-e439ccf6d910,Wickedness,The quality of being evil or morally wrong.,2,/ˈwɪkɪdnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
9290ebfc-2253-42b7-8b24-f9563e79a9c9,Certainty,Firm conviction that something is the case.,5,/ˈsɜrtnti/,+,System,V01,,2025-01-25 13:58:03.096089+00
933cf6dc-b006-433e-98f5-0a81d1a8a689,Constructivism,A philosophy of learning based on the premise that people construct their own understanding and knowledge of the world through experiences and reflecting on those experiences.,4,/kənˈstrʌktɪˌvɪzəm/,+,System,V01,,2025-01-25 13:58:03.096089+00
934aec27-d1c7-4086-b8bd-fc0c66a2d66e,Purification,The act of making something pure.,4,/ˌpjʊrɪfɪˈkeɪʃən/,+,System,Default,,2025-01-25 13:58:03.096089+00
9350c4d3-4f25-4da3-9a53-f73b18dc898a,Awareness,Knowledge or perception of a situation or fact.,4,/əˈwɛrnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
941c4be2-cfd9-42b1-a5ce-030a79f8dd6a,Privilege,"A special right, advantage, or immunity granted or available only to a particular person or group.",4,/ˈprɪvəlɪdʒ/,+,System,V01,,2025-01-25 13:58:03.096089+00
95538e85-f021-4ce6-933c-14a23805aa83,Phobias,Extreme or irrational fears of or aversions to something.,1,/ˈfoʊbiəz/,-,System,V01,,2025-01-25 13:58:03.096089+00
957a9024-5367-4331-b826-2cb805855efb,Blacklisted,Being put on a list of people or things regarded as unacceptable or untrustworthy.,1,/ˈblæklɪstɪd/,-,System,V01,,2025-01-25 13:58:03.096089+00
96c3a07f-bddf-4945-9a43-b73e56ba64ee,Tragic,Causing or characterized by extreme distress or sorrow.,2,/ˈtrædʒɪk/,-,System,V01,,2025-01-25 13:58:03.096089+00
97428272-c05d-471a-8e7c-ca3c97b755b7,Security,The state of being free from danger or threat.,5,/sɪˈkjʊrɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
975d06d6-48a3-4f69-b4af-c6997a1e01ee,Hopefulness,The feeling or state of being hopeful.,5,/ˈhoʊpfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
9858caf1-7a32-4f25-abbe-a9d7e83d17ea,Fortune,"Chance or luck as an external, arbitrary force affecting human affairs.",5,/ˈfɔːrtʃən/,+,System,V01,,2025-01-25 13:58:03.096089+00
99086c34-18e4-4039-ba31-a4cceb78a79d,Submerging,The act of sinking below the surface.,3,/səbˈmɜːrdʒɪŋ/,~,System,Default,,2025-01-25 13:58:03.096089+00
9951d0fb-be3f-4c88-bf2b-affcdf597f9e,Colliding,The act of coming into conflict or striking together.,3,/kəˈlaɪdɪŋ/,~,System,Default,,2025-01-25 13:58:03.096089+00
9a2e8129-cd88-4038-8319-4cfe01588734,Forbidden,Not allowed; banned.,2,/fərˈbɪdən/,-,System,V01,,2025-01-25 13:58:03.096089+00
9a3e8ce6-ce5c-4db0-b9f2-45c2bf515db4,Okay,Satisfactory but not exceptionally or especially good.,4,/oʊˈkeɪ/,+,System,V01,,2025-01-25 13:58:03.096089+00
9a45e4d9-ef06-445c-a413-0b508c76cd8f,Reduction,"The action or fact of making something smaller or less in amount, degree, or size.",3,/rɪˈdʌkʃən/,~,System,V01,,2025-01-25 13:58:03.096089+00
9ae991ec-d9ec-4426-b664-20d2ba014348,Joyless,Lacking joy or happiness.,1,/ˈdʒɔɪləs/,-,System,Default,,2025-01-25 13:58:03.096089+00
9afa89e8-4a2a-467d-b831-8ea06337caf3,Urgency,Importance requiring swift action.,3,/ˈɜrdʒənsi/,~,System,V01,,2025-01-25 13:58:03.096089+00
9b7178eb-56ee-4440-9e6e-1fd796de2388,Stability,The state of being stable.,4,/stəˈbɪlɪti/,+,System,Default,,2025-01-25 13:58:03.096089+00
9ca51aa2-2176-4bc6-82ce-62ada8c7dc9d,Infinity,The state of being infinite.,3,/ɪnˈfɪnɪti/,~,System,Default,,2025-01-25 13:58:03.096089+00
9d5f8577-602b-4147-adf5-3a18eb109286,Doubt,A feeling of uncertainty or lack of conviction.,2,/daʊt/,-,System,V01,,2025-01-25 13:58:03.096089+00
9e428117-9300-4ad1-bbb8-6ea5992cd9bf,Advocating,Publicly recommending or supporting something.,4,/ˈædvəˌkeɪtɪŋ/,+,System,Default,,2025-01-25 13:58:03.096089+00
9e79c0b9-6a88-48d9-9a13-77679d2e5055,Off-kilter,Unbalanced or eccentric.,3,/ɔf ˈkɪltər/,~,System,V01,,2025-01-25 13:58:03.096089+00
9f31e74f-3641-461e-8b94-536a11e089b0,Terrible,Extremely or distressingly bad or serious.,1,/ˈtɛrɪbəl/,-,System,V01,,2025-01-25 13:58:03.096089+00
a10360aa-cf17-420b-82f9-71351743a564,Uninterested,Not interested in or concerned about something or someone.,2,/ʌnˈɪntrəstɪd/,-,System,V01,,2025-01-25 13:58:03.096089+00
a14983f4-d041-4949-a0c0-b7c4b1b5f60a,Disdainfulness,The quality of showing disdain.,1,/dɪsˈdeɪnfəlnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
a14a1fab-c3ff-4306-9503-c54ad128874e,Explosion,A violent and destructive shattering or blowing apart of something.,3,/ɪkˈsploʊʒən/,~,System,V01,,2025-01-25 13:58:03.096089+00
a1514145-5917-48c7-81ef-b3542a34dab3,Reliability,The quality of being trustworthy or of performing consistently well.,5,/rɪˌlaɪəˈbɪlɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
a2d79450-9ffe-494a-b774-09662dd953a5,Provocation,"Action or speech that makes someone annoyed or angry, especially deliberately.",2,/ˌprɒvəˈkeɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
a2da0cb3-9963-4563-82db-ec234d2772fe,Unhurried,"Moving, acting, or taking place without haste or urgency.",4,/ʌnˈhɜrid/,+,System,V01,,2025-01-25 13:58:03.096089+00
a2db45e6-0cee-4069-9d4e-a4a39c78b209,Dishonesty,Deceitfulness shown in someone's character or behavior.,1,/dɪsˈɒnɪsti/,-,System,V01,,2025-01-25 13:58:03.096089+00
a31202c3-c158-4743-a3f8-eb4911a03085,Shamefulness,The quality of being shameful.,2,/ˈʃeɪmfʊlnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
a57975d2-8f0f-4cee-b8b5-4066d76f231b,Illusion,A false idea or belief.,2,/ɪˈluːʒən/,-,System,Default,,2025-01-25 13:58:03.096089+00
a5f01b21-410b-467d-b44a-ebbe8e37f96b,Conversion,The process of changing or causing something to change from one form to another.,4,/kənˈvɜrʒən/,+,System,V01,,2025-01-25 13:58:03.096089+00
a6236c19-87cb-4445-83f6-fddda4dbb62a,Flaunting,Displaying something ostentatiously.,2,/ˈflɔːntɪŋ/,-,System,Default,,2025-01-25 13:58:03.096089+00
a69e81c5-c0b7-4d70-b02a-ddec798c304e,Vitality,The state of being strong and active.,5,/vaɪˈtælɪti/,+,System,Default,,2025-01-25 13:58:03.096089+00
a6a9c072-0fff-4b4f-a48f-c681f1da1c12,Apprehension,Anxiety or fear that something bad or unpleasant will happen.,2,/ˌæprɪˈhɛnʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
a6df09f0-62a0-4566-9c4b-231ce4525598,Authoritative,Commanding and self-confident; likely to be respected and obeyed.,4,/əˈθɔrɪˌteɪtɪv/,+,System,V01,,2025-01-25 13:58:03.096089+00
